"Nomenclature","ReporterISO3","ProductCode","ReporterName","PartnerISO3","PartnerName","TradeFlowName","TradeFlowCode","2019 in 1000 USD ","2020 in 1000 USD ","2021 in 1000 USD ","2022 in 1000 USD ","2023 in 1000 USD "
"H3","BDI","280300","Burundi","WLD"," World","Import",5,2.183,7.555,32.874,23.255,89.186
"H3","BDI","280300","Burundi","ZAR","Congo, Dem. Rep.","Export",6,,2.212,,2.696,0.128
"H3","BEL","280300","Belgium","ARE","United Arab Emirates","Export",6,37.206,43.618,2736.841,2811.41,1380.425
"H3","BEL","280300","Belgium","ARE","United Arab Emirates","Import",5,5.426,6.845,14.342,,
"H3","BEL","280300","Belgium","ARG","Argentina","Export",6,1.529,3.272,531.674,295.108,235.001
"H3","BEL","280300","Belgium","ARG","Argentina","Import",5,33.707,,,,
"H3","BEL","280300","Belgium","AUS","Australia","Export",6,2.407,1.763,260.865,46.102,110.877
"H3","BEL","280300","Belgium","AUT","Austria","Export",6,192.565,168.556,410.117,319.532,77.418
"H3","BEL","280300","Belgium","AUT","Austria","Import",5,388.871,1095.719,,271.408,1774.369
"H3","BEL","280300","Belgium","BEN","Benin","Export",6,,,1.088,,
"H3","BEL","280300","Belgium","BFA","Burkina Faso","Export",6,3.971,4.818,1.554,,
"H3","BEL","280300","Belgium","BGR","Bulgaria","Export",6,38.713,28.463,107.31,54.055,16.698
"H3","BEL","280300","Belgium","BGR","Bulgaria","Import",5,,,,12.175,
"H3","BEL","280300","Belgium","BLR","Belarus","Export",6,21.394,0.033,264.351,,
"H3","BEL","280300","Belgium","BRA","Brazil","Export",6,42.132,148.086,3726.768,2946.3,1685.812
"H3","BEL","280300","Belgium","BRA","Brazil","Import",5,0.242,10.481,54.58,0.046,1.806
"H3","BEL","280300","Belgium","CAF","Central African Republic","Import",5,,,,1.342,
"H3","BEL","280300","Belgium","CAN","Canada","Export",6,0.358,0.01,203.659,360.912,0.008
"H3","BEL","280300","Belgium","CAN","Canada","Import",5,144.236,267.299,649.109,317.266,166.497
"H3","BEL","280300","Belgium","CHE","Switzerland","Export",6,848.189,1078.284,3089.855,6893.02,5975.559
"H3","BEL","280300","Belgium","CHE","Switzerland","Import",5,0.448,0.603,0.815,0.418,7.495
"H3","BEL","280300","Belgium","CHL","Chile","Export",6,,0.989,311.621,21.448,
"H3","BEL","280300","Belgium","CHN","China","Export",6,22769.836,24278.148,31973.985,80424.052,89636.999
"H3","BEL","280300","Belgium","CHN","China","Import",5,239.297,181.411,343.043,507.617,208.175
"H3","BEL","280300","Belgium","CIV","Cote d'Ivoire","Export",6,37.245,32.013,17.552,6.938,
"H3","BEL","280300","Belgium","CMR","Cameroon","Export",6,1.409,1.663,6.179,0.934,1.727
"H3","BEL","280300","Belgium","COG","Congo, Rep.","Export",6,,2.518,,,
"H3","BEL","280300","Belgium","COL","Colombia","Export",6,0.985,2.892,1.677,11.232,99.771
"H3","BEL","280300","Belgium","COL","Colombia","Import",5,100.066,67.728,37.513,32.413,20.468
"H3","BEL","280300","Belgium","CRI","Costa Rica","Export",6,14.653,89.661,14.414,0.158,
"H3","BEL","280300","Belgium","CRI","Costa Rica","Import",5,,,1.085,,
"H3","BEL","280300","Belgium","CYP","Cyprus","Import",5,,,,,1.342
"H3","BEL","280300","Belgium","CZE","Czech Republic","Export",6,317.814,133.583,539.581,298.882,190.753
"H3","BEL","280300","Belgium","CZE","Czech Republic","Import",5,202.529,172.264,456.344,327.058,737.185
"H3","BEL","280300","Belgium","DEU","Germany","Export",6,7876.169,6926.131,10750.569,10869.776,6937.338
"H3","BEL","280300","Belgium","DEU","Germany","Import",5,15838.28,11995.301,17571.913,22874.511,17734.371
"H3","BEL","280300","Belgium","DNK","Denmark","Export",6,3.455,9.514,0.179,10.843,0.152
"H3","BEL","280300","Belgium","DNK","Denmark","Import",5,211.751,26.077,,,
"H3","BEL","280300","Belgium","DZA","Algeria","Export",6,56.985,37.822,128.889,69.894,111.969
"H3","BEL","280300","Belgium","EGY","Egypt, Arab Rep.","Export",6,9.76,20.454,225.116,198.059,124.907
"H3","BEL","280300","Belgium","ESP","Spain","Export",6,986.59,899.256,1561.812,1209.453,808.237
"H3","BEL","280300","Belgium","ESP","Spain","Import",5,662.372,274.223,3235.65,3995.277,4892.857
"H3","BEL","280300","Belgium","EST","Estonia","Export",6,55.278,33.559,37.227,16.643,10.112
"H3","BEL","280300","Belgium","FIN","Finland","Export",6,4783.842,8618.94,10420.431,4985.423,3585.504
"H3","BEL","280300","Belgium","FRA","France","Export",6,2132.457,2979.12,4994.597,5576.53,4645.256
"H3","BEL","280300","Belgium","FRA","France","Import",5,1528.542,1241.509,1499.667,1322.671,1538.606
"H3","BEL","280300","Belgium","GAB","Gabon","Export",6,,,,,5.593
"H3","BEL","280300","Belgium","GBR","United Kingdom","Export",6,1905.626,963.561,8031.968,11611.291,13172.158
"H3","BEL","280300","Belgium","GBR","United Kingdom","Import",5,2175.486,1364.836,59.681,76.411,95.043
"H3","BEL","280300","Belgium","GHA","Ghana","Export",6,,,,,1.658
"H3","BEL","280300","Belgium","GNQ","Equatorial Guinea","Export",6,0.118,,,0.064,
"H3","BEL","280300","Belgium","GRC","Greece","Export",6,78.463,116.797,228.358,296.28,226.485
"H3","BEL","280300","Belgium","GRC","Greece","Import",5,0.228,,,,
"H3","BEL","280300","Belgium","GTM","Guatemala","Export",6,,0.017,,,
"H3","BEL","280300","Belgium","HKG","Hong Kong, China","Export",6,11015.302,10962.764,12800.595,6023.638,1023.051
"H3","BEL","280300","Belgium","HKG","Hong Kong, China","Import",5,,,,,3.993
"H3","BEL","280300","Belgium","HRV","Croatia","Export",6,3.168,2.847,16.464,12.046,3.264
"H3","BEL","280300","Belgium","HUN","Hungary","Export",6,157.003,108.381,220.902,102.865,63.38
"H3","BEL","280300","Belgium","HUN","Hungary","Import",5,0.225,393.965,150.163,51.298,72.077
"H3","BEL","280300","Belgium","IDN","Indonesia","Export",6,120.081,46.779,319.656,10.079,57.004
"H3","BEL","280300","Belgium","IND","India","Export",6,377.041,325.303,962.687,1275.717,1022.195
"H3","BEL","280300","Belgium","IND","India","Import",5,301.588,652.242,577.35,625.473,1907.344
"H3","BEL","280300","Belgium","IRL","Ireland","Export",6,2.353,7.904,11.022,9.994,4.121
"H3","BEL","280300","Belgium","IRL","Ireland","Import",5,,,1.046,,79.204
"H3","BEL","280300","Belgium","IRN","Iran, Islamic Rep.","Export",6,,,1.521,2.161,
"H3","BEL","280300","Belgium","ISR","Israel","Export",6,36.14,21.522,378.362,364.897,179.562
"H3","BEL","280300","Belgium","ISR","Israel","Import",5,22.501,,,1.345,
"H3","BEL","280300","Belgium","ITA","Italy","Export",6,1534.372,1229.091,2332.64,2853.345,1755.018
"H3","BEL","280300","Belgium","ITA","Italy","Import",5,4183.221,3652.004,6118.532,6617.807,4591.034
"H3","BEL","280300","Belgium","JOR","Jordan","Export",6,0.139,,,,
"H3","BEL","280300","Belgium","JPN","Japan","Export",6,8697.519,1765.437,4085.19,5745.451,1695
"H3","BEL","280300","Belgium","JPN","Japan","Import",5,68.37,1080.484,8.613,526.058,719.301
"H3","BEL","280300","Belgium","KAZ","Kazakhstan","Export",6,,,,,43.547
"H3","BEL","280300","Belgium","KEN","Kenya","Export",6,1.909,,,,
"H3","BEL","280300","Belgium","KOR","Korea, Rep.","Export",6,3054.675,2942.74,4640.357,8667.1,5506.775
"H3","BEL","280300","Belgium","KOR","Korea, Rep.","Import",5,1.877,,49.099,0.044,
"H3","BEL","280300","Belgium","KWT","Kuwait","Export",6,,0.081,,,
"H3","BEL","280300","Belgium","LBN","Lebanon","Export",6,1.483,2.138,54.32,88.313,33.113
"H3","BEL","280300","Belgium","LBY","Libya","Export",6,,,,5.882,
"H3","BEL","280300","Belgium","LKA","Sri Lanka","Export",6,7.999,60.639,23.355,,
"H3","BEL","280300","Belgium","LKA","Sri Lanka","Import",5,,,0.379,,
"H3","BEL","280300","Belgium","LTU","Lithuania","Export",6,1.154,3.927,16.246,3.496,1.689
"H3","BEL","280300","Belgium","LUX","Luxembourg","Export",6,108.9,62.849,44.338,919.389,37.356
"H3","BEL","280300","Belgium","LUX","Luxembourg","Import",5,,136.105,534.953,960.865,975.271
"H3","BEL","280300","Belgium","LVA","Latvia","Export",6,0.111,0.057,0.238,0.118,
"H3","BEL","280300","Belgium","LVA","Latvia","Import",5,,,10.87,22.295,40.635
"H3","BEL","280300","Belgium","MAR","Morocco","Export",6,8.279,26.381,167.103,280.738,53.159
"H3","BEL","280300","Belgium","MDG","Madagascar","Export",6,0.605,,,,
"H3","BEL","280300","Belgium","MEX","Mexico","Export",6,154.622,93.376,1008.754,1675.499,1456.705
"H3","BEL","280300","Belgium","MEX","Mexico","Import",5,2.337,2.449,1.211,1.965,0.987
"H3","BEL","280300","Belgium","MKD","North Macedonia","Export",6,0.282,0.02,,,
"H3","BEL","280300","Belgium","MLI","Mali","Export",6,20.988,17.172,40.878,1.048,
"H3","BEL","280300","Belgium","MUS","Mauritius","Export",6,,2.343,9.755,,
"H3","BEL","280300","Belgium","MYS","Malaysia","Export",6,1649.529,1047.828,2119.67,2167.414,1351.54
"H3","BEL","280300","Belgium","NER","Niger","Export",6,,,,0.718,
"H3","BEL","280300","Belgium","NGA","Nigeria","Export",6,,,,,0.102
"H3","BEL","280300","Belgium","NLD","Netherlands","Export",6,2512.601,2684.369,4207.654,3887.026,2938.991
"H3","BEL","280300","Belgium","NLD","Netherlands","Import",5,9171.004,10999.522,7270.449,8924.407,13207.15
"H3","BEL","280300","Belgium","NOR","Norway","Export",6,0.045,3.883,3.672,6.083,9.093
"H3","BEL","280300","Belgium","NOR","Norway","Import",5,0.879,,0.93,0.006,
"H3","BEL","280300","Belgium","NZL","New Zealand","Export",6,0.332,9.647,15.59,7.497,
"H3","BEL","280300","Belgium","OAS","Other Asia, nes","Export",6,2339.368,1974.415,1759.941,2983.171,2353.342
"H3","BEL","280300","Belgium","OAS","Other Asia, nes","Import",5,,,0.062,,
"H3","BEL","280300","Belgium","PAK","Pakistan","Export",6,18.301,9.582,279.709,240.935,359.974
"H3","BEL","280300","Belgium","PER","Peru","Export",6,14.878,14.277,73.955,525.12,234.982
"H3","BEL","280300","Belgium","PHL","Philippines","Export",6,12.72,20.826,32.463,71.095,30.193
"H3","BEL","280300","Belgium","POL","Poland","Export",6,1504.706,1528.442,3229.142,2267.47,2400.271
"H3","BEL","280300","Belgium","POL","Poland","Import",5,1326.927,274.001,517.597,554.999,377.734
"H3","BEL","280300","Belgium","PRT","Portugal","Export",6,21.941,17.588,12.781,14.418,22.261
"H3","BEL","280300","Belgium","ROM","Romania","Export",6,185.053,332.74,460.978,618.007,615.904
"H3","BEL","280300","Belgium","RUS","Russian Federation","Export",6,52.997,81.046,402.954,94.968,
"H3","BEL","280300","Belgium","RUS","Russian Federation","Import",5,,0.241,,,
"H3","BEL","280300","Belgium","RWA","Rwanda","Export",6,,1.877,,,
"H3","BEL","280300","Belgium","SAU","Saudi Arabia","Export",6,48.163,83.279,419.713,850.189,237.596
"H3","BEL","280300","Belgium","SAU","Saudi Arabia","Import",5,,,,687.785,
"H3","BEL","280300","Belgium","SEN","Senegal","Export",6,4.27,16.71,32.877,,1.849
"H3","BEL","280300","Belgium","SER","Serbia, FR(Serbia/Montenegro)","Export",6,,0.531,20.302,0.432,139.644
"H3","BEL","280300","Belgium","SER","Serbia, FR(Serbia/Montenegro)","Import",5,,,,,44.869
"H3","BEL","280300","Belgium","SGP","Singapore","Export",6,1510.926,552.121,829.603,1985.197,1.572
"H3","BEL","280300","Belgium","SGP","Singapore","Import",5,,,1.304,,1.249
"H3","BEL","280300","Belgium","SVK","Slovak Republic","Export",6,31.859,18.692,33.401,51.683,19.151
"H3","BEL","280300","Belgium","SVK","Slovak Republic","Import",5,,,3.921,,3.48
"H3","BEL","280300","Belgium","SVN","Slovenia","Export",6,168.472,427.488,372.085,209.478,68.349
"H3","BEL","280300","Belgium","SVN","Slovenia","Import",5,,,,,33.473
"H3","BEL","280300","Belgium","SWE","Sweden","Export",6,168.771,168.583,348.16,394.219,286.58
"H3","BEL","280300","Belgium","SWE","Sweden","Import",5,4.469,17.206,30.404,12.093,0.635
"H3","BEL","280300","Belgium","TGO","Togo","Export",6,,,,19.389,4.893
"H3","BEL","280300","Belgium","THA","Thailand","Export",6,82.681,105.009,13346.566,6747.693,5517.215
"H3","BEL","280300","Belgium","TKM","Turkmenistan","Import",5,,63.106,,880.952,252.074
"H3","BEL","280300","Belgium","TUN","Tunisia","Export",6,2.219,1.674,,174.852,288.731
"H3","BEL","280300","Belgium","TUR","Turkey","Export",6,444.94,533.566,2994.968,7160.929,7536.366
"H3","BEL","280300","Belgium","TUR","Turkey","Import",5,0.464,,,,0.032
"H3","BEL","280300","Belgium","UGA","Uganda","Export",6,5.464,43.492,,180.261,
"H3","BEL","280300","Belgium","UKR","Ukraine","Export",6,3.285,0.458,13.46,,14.125
"H3","BEL","280300","Belgium","URY","Uruguay","Export",6,0.025,,,,
"H3","BEL","280300","Belgium","USA","United States","Export",6,5208.437,5326.674,5472.711,10720.092,9721.216
"H3","BEL","280300","Belgium","USA","United States","Import",5,3404.562,2828.757,3028.74,3256.887,2198.84
"H3","BEL","280300","Belgium","VEN","Venezuela","Export",6,1.282,,,,
"H3","BEL","280300","Belgium","VNM","Vietnam","Export",6,17.495,15.676,50.019,79.827,4.685
"H3","BEL","280300","Belgium","WLD"," World","Export",6,83671.389,79465.879,145096.928,200529.353,177273.036
"H3","BEL","280300","Belgium","WLD"," World","Import",5,40019.905,36804.376,42229.363,52862.894,51687.597
"H3","BEL","280300","Belgium","ZAF","South Africa","Export",6,137.354,140.113,845.653,1654.309,924.187
"H3","BEL","280300","Belgium","ZAR","Congo, Dem. Rep.","Export",6,,,6.284,40.766,214.866
"H3","BEN","280300","Benin","ARE","United Arab Emirates","Import",5,,,,1.018,0.432
"H3","BEN","280300","Benin","CHN","China","Import",5,5.264,,,,
"H3","BEN","280300","Benin","ESP","Spain","Import",5,,,,1.68,1.004
"H3","BEN","280300","Benin","FRA","France","Import",5,,,1.118,2.18,
"H3","BEN","280300","Benin","LBN","Lebanon","Import",5,,0.158,13.179,0.169,
"H3","BEN","280300","Benin","WLD"," World","Import",5,5.264,0.158,14.297,5.047,1.436
"H3","BFA","280300","Burkina Faso","AUS","Australia","Import",5,,0.854,0.316,,
"H3","BFA","280300","Burkina Faso","CHE","Switzerland","Import",5,,,,,2.683
"H3","BFA","280300","Burkina Faso","CHN","China","Import",5,,2.409,,9.239,9.25
"H3","BFA","280300","Burkina Faso","DEU","Germany","Import",5,11.926,14.436,6.175,,
"H3","BFA","280300","Burkina Faso","EGY","Egypt, Arab Rep.","Import",5,71.605,148.292,255.455,,142.824
"H3","BFA","280300","Burkina Faso","ESP","Spain","Import",5,,19.526,58.19,62.816,66.033
"H3","BFA","280300","Burkina Faso","GBR","United Kingdom","Import",5,,,6.497,3.05,22.875
"H3","BFA","280300","Burkina Faso","IND","India","Import",5,,35.922,,,43.824
"H3","BFA","280300","Burkina Faso","SEN","Senegal","Export",6,,,2.13,,
"H3","BFA","280300","Burkina Faso","TUN","Tunisia","Import",5,4.828,,,,0.343
"H3","BFA","280300","Burkina Faso","WLD"," World","Export",6,,,2.13,,
"H3","BFA","280300","Burkina Faso","WLD"," World","Import",5,88.359,221.439,326.634,75.106,287.832
"H3","BGR","280300","Bulgaria","ALB","Albania","Export",6,,,,0.42,
"H3","BGR","280300","Bulgaria","ARE","United Arab Emirates","Export",6,,,,,0.071
"H3","BGR","280300","Bulgaria","AUT","Austria","Export",6,,,,51.793,
"H3","BGR","280300","Bulgaria","AUT","Austria","Import",5,,32.43,0.742,0.49,0.956
"H3","BGR","280300","Bulgaria","BEL","Belgium","Import",5,26.757,24.732,254.915,211.828,214.093
"H3","BGR","280300","Bulgaria","BLR","Belarus","Export",6,,,,,34.014
"H3","BGR","280300","Bulgaria","BLR","Belarus","Import",5,49.663,434.76,1265.463,1264.942,1222.827
"H3","BGR","280300","Bulgaria","BRA","Brazil","Import",5,0.275,,,,
"H3","BGR","280300","Bulgaria","CHN","China","Export",6,,,,,8.843
"H3","BGR","280300","Bulgaria","CHN","China","Import",5,,,,0.037,
"H3","BGR","280300","Bulgaria","CZE","Czech Republic","Import",5,55.768,,5.986,20.901,232.293
"H3","BGR","280300","Bulgaria","DEU","Germany","Export",6,3.817,,31.975,34.244,
"H3","BGR","280300","Bulgaria","DEU","Germany","Import",5,842.287,1161.011,794.655,1285.383,682.422
"H3","BGR","280300","Bulgaria","ESP","Spain","Import",5,1811.11,572.407,472.004,492.982,541.045
"H3","BGR","280300","Bulgaria","FRA","France","Import",5,1.471,,,2.901,3.778
"H3","BGR","280300","Bulgaria","GBR","United Kingdom","Import",5,,,,,8.587
"H3","BGR","280300","Bulgaria","GRC","Greece","Export",6,73.613,17.392,357.345,326.23,279.274
"H3","BGR","280300","Bulgaria","GRC","Greece","Import",5,,12.563,14.839,23.494,14.433
"H3","BGR","280300","Bulgaria","HRV","Croatia","Import",5,,,141.972,,
"H3","BGR","280300","Bulgaria","HUN","Hungary","Import",5,2896.268,2597.34,3573.744,4527.016,6964.073
"H3","BGR","280300","Bulgaria","IND","India","Export",6,,,,,1.142
"H3","BGR","280300","Bulgaria","IND","India","Import",5,22.263,28.298,,,
"H3","BGR","280300","Bulgaria","IRN","Iran, Islamic Rep.","Import",5,,,84.298,319.633,
"H3","BGR","280300","Bulgaria","ITA","Italy","Export",6,,,,29.34,
"H3","BGR","280300","Bulgaria","ITA","Italy","Import",5,29.642,9.956,83.259,1.244,6.446
"H3","BGR","280300","Bulgaria","KAZ","Kazakhstan","Export",6,,,,,36.976
"H3","BGR","280300","Bulgaria","LKA","Sri Lanka","Export",6,6.072,15.041,,,
"H3","BGR","280300","Bulgaria","LTU","Lithuania","Export",6,,,,,24.618
"H3","BGR","280300","Bulgaria","LTU","Lithuania","Import",5,,,,128.818,161.137
"H3","BGR","280300","Bulgaria","MKD","North Macedonia","Export",6,7.754,6.351,12.738,30.32,24.712
"H3","BGR","280300","Bulgaria","NLD","Netherlands","Import",5,1.491,,,16.246,0.498
"H3","BGR","280300","Bulgaria","POL","Poland","Export",6,,,91.357,,46.265
"H3","BGR","280300","Bulgaria","POL","Poland","Import",5,1.274,,252.964,44.59,132.833
"H3","BGR","280300","Bulgaria","ROM","Romania","Export",6,22.072,,34.637,1.307,
"H3","BGR","280300","Bulgaria","ROM","Romania","Import",5,286.439,278.411,92.623,6.493,31.672
"H3","BGR","280300","Bulgaria","RUS","Russian Federation","Import",5,1370.341,863.804,776.197,510.311,737.195
"H3","BGR","280300","Bulgaria","SAU","Saudi Arabia","Import",5,,,0.936,,
"H3","BGR","280300","Bulgaria","SER","Serbia, FR(Serbia/Montenegro)","Export",6,,1.039,17.927,39.157,45.385
"H3","BGR","280300","Bulgaria","SER","Serbia, FR(Serbia/Montenegro)","Import",5,0.597,4.529,33.976,162.844,207.138
"H3","BGR","280300","Bulgaria","SVK","Slovak Republic","Import",5,,21.937,,,
"H3","BGR","280300","Bulgaria","SVN","Slovenia","Export",6,,,22.213,59.949,663.782
"H3","BGR","280300","Bulgaria","SVN","Slovenia","Import",5,,61.035,61.776,20.352,
"H3","BGR","280300","Bulgaria","TUR","Turkey","Export",6,30.989,71.02,226.114,157.416,235.531
"H3","BGR","280300","Bulgaria","TUR","Turkey","Import",5,91.908,113.135,80.555,147.689,200.107
"H3","BGR","280300","Bulgaria","UKR","Ukraine","Export",6,,,94.728,3.037,
"H3","BGR","280300","Bulgaria","UKR","Ukraine","Import",5,93.425,48.026,,,
"H3","BGR","280300","Bulgaria","UNS","Unspecified","Import",5,,,21.23,7.727,
"H3","BGR","280300","Bulgaria","USA","United States","Import",5,5.806,,0.411,1.879,6.119
"H3","BGR","280300","Bulgaria","WLD"," World","Export",6,144.317,110.844,889.034,733.214,1400.613
"H3","BGR","280300","Bulgaria","WLD"," World","Import",5,7586.785,6264.375,8012.542,9197.803,11367.652
